date,control_point,arrivals_residents,arrivals_chinavisitors,arrivals_othervisitors,arrivals_total,departures_residents,departures_chinavisitors,departures_othervisitors,departures_total,weekday
2021-05-07,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-07,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-07,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-07,Total,1708,103,40,1851,1939,170,68,2177,Friday
2021-05-08,Airport,336,3,5,344,945,8,12,965,Saturday
2021-05-08,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Heung Yuen Wai,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Hong Kong-Zhuhai-Macao Bridge,106,2,1,109,164,11,2,177,Saturday
2021-05-08,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Shenzhen Bay,1156,101,5,1262,876,82,3,961,Saturday
2021-05-08,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-08,Total,1598,106,11,1715,1985,101,17,2103,Saturday
2021-05-09,Airport,669,6,73,748,923,9,44,976,Sunday
2021-05-09,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Heung Yuen Wai,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Hong Kong-Zhuhai-Macao Bridge,111,6,0,117,137,9,1,147,Sunday
2021-05-09,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Shenzhen Bay,1099,84,2,1185,624,89,3,716,Sunday
2021-05-09,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-09,Total,1879,96,75,2050,1684,107,48,1839,Sunday
2021-05-10,Airport,151,0,42,193,679,2,28,709,Monday
2021-05-10,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Monday
2021-05-10,Hung Hom,0,0,0,0,0,0,0,0,Monday
2021-05-10,Lo Wu,0,0,0,0,0,0,0,0,Monday
2021-05-10,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2021-05-10,Heung Yuen Wai,0,0,0,0,0,0,0,0,Monday
2021-05-10,Hong Kong-Zhuhai-Macao Bridge,81,2,2,85,204,11,3,218,Monday
2021-05-10,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2021-05-10,Man Kam To,0,0,0,0,0,0,0,0,Monday
2021-05-10,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2021-05-10,Shenzhen Bay,1084,63,2,1149,929,83,0,1012,Monday
2021-05-10,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-10,Harbour Control,0,0,0,0,0,0,0,0,Monday
2021-05-10,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-10,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-10,Total,1316,65,46,1427,1812,96,31,1939,Monday
2021-05-11,Airport,280,3,18,301,736,7,31,774,Tuesday
2021-05-11,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Heung Yuen Wai,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Hong Kong-Zhuhai-Macao Bridge,94,2,1,97,170,20,2,192,Tuesday
2021-05-11,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Shenzhen Bay,841,53,3,897,983,130,1,1114,Tuesday
2021-05-11,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-11,Total,1215,58,22,1295,1889,157,34,2080,Tuesday
2021-05-12,Airport,497,11,22,530,657,6,8,671,Wednesday
2021-05-12,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Heung Yuen Wai,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Hong Kong-Zhuhai-Macao Bridge,127,3,1,131,211,11,1,223,Wednesday
2021-05-12,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Shenzhen Bay,958,118,1,1077,880,158,3,1041,Wednesday
2021-05-12,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-12,Total,1582,132,24,1738,1748,175,12,1935,Wednesday
2021-05-13,Airport,314,2,15,331,734,5,26,765,Thursday
2021-05-13,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Heung Yuen Wai,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Hong Kong-Zhuhai-Macao Bridge,89,7,1,97,212,9,2,223,Thursday
2021-05-13,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Shenzhen Bay,812,59,2,873,843,89,2,934,Thursday
2021-05-13,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-13,Total,1215,68,18,1301,1789,103,30,1922,Thursday
2021-05-14,Airport,684,3,36,723,1043,16,45,1104,Friday
2021-05-14,Hung Hom,0,0,0,0,0,0,0,0,Friday
2021-05-14,Lo Wu,0,0,0,0,0,0,0,0,Friday
2021-05-14,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2021-05-14,Heung Yuen Wai,0,0,0,0,0,0,0,0,Friday
2021-05-14,Hong Kong-Zhuhai-Macao Bridge,104,2,0,106,160,10,2,172,Friday
2021-05-14,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2021-05-14,Man Kam To,0,0,0,0,0,0,0,0,Friday
2021-05-14,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2021-05-14,Shenzhen Bay,852,100,4,956,856,83,2,941,Friday
2021-05-14,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-14,Harbour Control,0,0,0,0,0,0,0,0,Friday
2021-05-14,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-14,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-14,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-14,Total,1640,105,40,1785,2059,109,49,2217,Friday
2021-05-15,Airport,718,7,26,751,1049,10,27,1086,Saturday
2021-05-15,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Heung Yuen Wai,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Hong Kong-Zhuhai-Macao Bridge,110,6,0,116,181,10,4,195,Saturday
2021-05-15,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Shenzhen Bay,1102,150,1,1253,1064,138,3,1205,Saturday
2021-05-15,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-15,Total,1930,163,27,2120,2294,158,34,2486,Saturday
2021-05-16,Airport,511,7,22,540,1090,10,66,1166,Sunday
2021-05-16,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Heung Yuen Wai,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Hong Kong-Zhuhai-Macao Bridge,127,7,1,135,175,13,2,190,Sunday
2021-05-16,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Shenzhen Bay,1271,154,1,1426,768,106,4,878,Sunday
2021-05-16,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-16,Total,1909,168,24,2101,2033,129,72,2234,Sunday
2021-05-17,Airport,245,5,6,256,536,0,68,604,Monday
2021-05-17,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Monday
2021-05-17,Hung Hom,0,0,0,0,0,0,0,0,Monday
2021-05-17,Lo Wu,0,0,0,0,0,0,0,0,Monday
2021-05-17,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2021-05-17,Heung Yuen Wai,0,0,0,0,0,0,0,0,Monday
2021-05-17,Hong Kong-Zhuhai-Macao Bridge,80,9,8,97,168,11,5,184,Monday
2021-05-17,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2021-05-17,Man Kam To,0,0,0,0,0,0,0,0,Monday
2021-05-17,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2021-05-17,Shenzhen Bay,779,188,0,967,955,102,0,1057,Monday
2021-05-17,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-17,Harbour Control,0,0,0,0,0,0,0,0,Monday
2021-05-17,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-17,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-17,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-17,Total,1104,202,14,1320,1659,113,73,1845,Monday
2021-05-18,Airport,268,4,18,290,956,15,81,1052,Tuesday
2021-05-18,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Heung Yuen Wai,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Hong Kong-Zhuhai-Macao Bridge,89,6,4,99,227,14,3,244,Tuesday
2021-05-18,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Shenzhen Bay,899,160,2,1061,1061,173,1,1235,Tuesday
2021-05-18,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-18,Total,1256,170,24,1450,2244,202,85,2531,Tuesday
2021-05-19,Airport,738,4,19,761,527,9,30,566,Wednesday
2021-05-19,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Heung Yuen Wai,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Hong Kong-Zhuhai-Macao Bridge,90,2,5,97,148,14,1,163,Wednesday
2021-05-19,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Shenzhen Bay,1023,113,3,1139,972,122,1,1095,Wednesday
2021-05-19,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-19,Total,1851,119,27,1997,1647,145,32,1824,Wednesday
2021-05-20,Airport,289,3,26,318,797,3,56,856,Thursday
2021-05-20,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Heung Yuen Wai,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Hong Kong-Zhuhai-Macao Bridge,114,3,37,154,198,11,3,212,Thursday
2021-05-20,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Shenzhen Bay,1067,98,1,1166,819,91,3,913,Thursday
2021-05-20,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-20,Total,1470,104,64,1638,1814,105,62,1981,Thursday
2021-05-21,Airport,758,12,9,779,884,29,26,939,Friday
2021-05-21,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2021-05-21,Hung Hom,0,0,0,0,0,0,0,0,Friday
2021-05-21,Lo Wu,0,0,0,0,0,0,0,0,Friday
2021-05-21,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2021-05-21,Heung Yuen Wai,0,0,0,0,0,0,0,0,Friday
2021-05-21,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2021-05-21,Man Kam To,0,0,0,0,0,0,0,0,Friday
2021-05-21,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2021-05-21,Shenzhen Bay,987,98,1,1086,808,84,1,893,Friday
2021-05-21,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-21,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-21,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-21,Total,1846,114,13,1973,1898,126,27,2051,Friday
2021-05-22,Airport,695,4,5,704,864,11,17,892,Saturday
2021-05-22,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Heung Yuen Wai,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Hong Kong-Zhuhai-Macao Bridge,112,4,4,120,135,6,4,145,Saturday
2021-05-22,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Shenzhen Bay,1229,144,1,1374,903,96,3,1002,Saturday
2021-05-22,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-22,Total,2036,152,10,2198,1902,113,24,2039,Saturday
2021-05-23,Airport,658,6,15,679,890,1,28,919,Sunday
2021-05-23,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Heung Yuen Wai,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Hong Kong-Zhuhai-Macao Bridge,88,4,3,95,117,9,5,131,Sunday
2021-05-23,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Shenzhen Bay,902,134,3,1039,579,80,2,661,Sunday
2021-05-23,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2021-05-23,Total,1648,144,21,1813,1586,90,35,1711,Sunday
2021-05-24,Airport,365,2,5,372,530,2,21,553,Monday
2021-05-24,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Monday
2021-05-24,Hung Hom,0,0,0,0,0,0,0,0,Monday
2021-05-24,Lo Wu,0,0,0,0,0,0,0,0,Monday
2021-05-24,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2021-05-24,Heung Yuen Wai,0,0,0,0,0,0,0,0,Monday
2021-05-24,Hong Kong-Zhuhai-Macao Bridge,91,4,2,97,142,9,1,152,Monday
2021-05-24,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2021-05-24,Man Kam To,0,0,0,0,0,0,0,0,Monday
2021-05-24,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2021-05-24,Shenzhen Bay,923,82,2,1007,717,68,1,786,Monday
2021-05-24,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-24,Harbour Control,0,0,0,0,0,0,0,0,Monday
2021-05-24,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-24,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-24,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2021-05-24,Total,1379,88,9,1476,1389,79,23,1491,Monday
2021-05-25,Airport,320,7,2,329,843,7,39,889,Tuesday
2021-05-25,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Heung Yuen Wai,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Hong Kong-Zhuhai-Macao Bridge,141,1,1,143,190,9,5,204,Tuesday
2021-05-25,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Shenzhen Bay,1113,111,1,1225,914,114,6,1034,Tuesday
2021-05-25,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2021-05-25,Total,1574,119,4,1697,1947,130,50,2127,Tuesday
2021-05-26,Airport,649,4,27,680,610,4,43,657,Wednesday
2021-05-26,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Heung Yuen Wai,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Hong Kong-Zhuhai-Macao Bridge,171,3,3,177,178,12,4,194,Wednesday
2021-05-26,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Shenzhen Bay,1170,122,0,1292,727,93,2,822,Wednesday
2021-05-26,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2021-05-26,Total,1990,129,30,2149,1515,109,49,1673,Wednesday
2021-05-27,Airport,143,10,10,163,840,5,80,925,Thursday
2021-05-27,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Heung Yuen Wai,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Hong Kong-Zhuhai-Macao Bridge,138,4,36,178,173,9,3,185,Thursday
2021-05-27,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Shenzhen Bay,979,133,3,1115,670,83,3,756,Thursday
2021-05-27,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2021-05-27,Total,1260,147,49,1456,1683,97,86,1866,Thursday
2021-05-28,Airport,863,12,19,894,996,24,35,1055,Friday
2021-05-28,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2021-05-28,Hung Hom,0,0,0,0,0,0,0,0,Friday
2021-05-28,Lo Wu,0,0,0,0,0,0,0,0,Friday
2021-05-28,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2021-05-28,Heung Yuen Wai,0,0,0,0,0,0,0,0,Friday
2021-05-28,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2021-05-28,Man Kam To,0,0,0,0,0,0,0,0,Friday
2021-05-28,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2021-05-28,Shenzhen Bay,1256,124,4,1384,743,80,4,827,Friday
2021-05-28,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-28,Harbour Control,0,0,0,0,0,0,0,0,Friday
2021-05-28,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-28,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-28,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2021-05-28,Total,2276,147,27,2450,1951,115,39,2105,Friday
2021-05-29,Airport,809,9,13,831,946,27,16,989,Saturday
2021-05-29,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Heung Yuen Wai,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Hong Kong-Zhuhai-Macao Bridge,121,5,5,131,161,18,1,180,Saturday
2021-05-29,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Shenzhen Bay,1048,125,0,1173,677,83,3,763,Saturday
2021-05-29,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2021-05-29,Total,1978,139,18,2135,1784,128,20,1932,Saturday
